timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-11 00:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 00:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 00:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 00:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 00:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 00:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 00:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 00:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:10:00,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 01:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 01:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 01:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:09:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 02:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 02:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 02:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 02:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 02:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 03:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 03:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 03:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 03:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 03:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 03:45:04,48.9,MBytes,10.2,0.000,0/36595,0
2024-04-11 03:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 03:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:13:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 04:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 04:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 04:40:01,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 04:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 05:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 05:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 05:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 05:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 05:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 05:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 06:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 06:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 06:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 06:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 06:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 06:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 06:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 07:03:42,119,MBytes,25.0,0.000,0/89285,0
